Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
Q9AR04	https://www.uniprot.org/uniprotkb/Q9AR04	AMS1_ARTAN	Artemisia annua (Sweet wormwood)	Amorpha-4,11-diene synthase (EC 4.2.3.24)		AMS1
Q9AR86	https://www.uniprot.org/uniprotkb/Q9AR86	ISPS_POPCN	Populus canescens (Grey poplar) (Populus tremula x Populus alba)	Isoprene synthase, chloroplastic (PcISPS) (EC 4.2.3.27)	PcISPS (EC 4.2.3.27)	ISPS
Q9C1W3	https://www.uniprot.org/uniprotkb/Q9C1W3	ERG1_SCHPO	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	Squalene epoxidase erg1 (SE) (EC 1.14.14.17)	SE (EC 1.14.14.17); Ergosterol biosynthetic protein 1 (EC 1.14.14.17); Squalene monooxygenase erg1 (EC 1.14.14.17)	erg1
Q9C446	https://www.uniprot.org/uniprotkb/Q9C446	PAXG_PENPX	Penicillium paxilli	Geranylgeranyl pyrophosphate synthase paxG (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10); Paxilline biosynthesis cluster protein G (EC 2.5.1.10)	paxG
Q9C447	https://www.uniprot.org/uniprotkb/Q9C447	PAXM_PENPX	Penicillium paxilli	FAD-dependent monooxygenase paxM (EC 1.-.-.-)	Paxilline biosynthesis cluster protein M (EC 1.-.-.-)	paxM
Q9C448	https://www.uniprot.org/uniprotkb/Q9C448	PAXC_PENPX	Penicillium paxilli	Prenyl transferase paxC (EC 2.5.1.-)	Paxilline biosynthesis cluster protein C (EC 2.5.1.-)	paxC
Q9C449	https://www.uniprot.org/uniprotkb/Q9C449	PAXP_PENPX	Penicillium paxilli	Cytochrome P450 monooxygenase paxP (EC 1.-.-.-)	Paxilline biosynthesis cluster protein P (EC 1.-.-.-)	paxP
Q9C450	https://www.uniprot.org/uniprotkb/Q9C450	PAXQ_PENPX	Penicillium paxilli	Cytochrome P450 monooxygenase paxQ (EC 1.-.-.-)	Paxilline biosynthesis cluster protein Q (EC 1.-.-.-)	paxQ
Q9C451	https://www.uniprot.org/uniprotkb/Q9C451	PAXD_PENPX	Penicillium paxilli	Indole diterpene prenyltransferase paxD (EC 2.5.1.-)	Paxilline biosynthesis cluster protein D (EC 2.5.1.-)	paxD
Q9C5M3	https://www.uniprot.org/uniprotkb/Q9C5M3	LUP1_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Lupeol synthase 1 (AtLUP1) (EC 5.4.99.41)	AtLUP1 (EC 4.2.1.128); (S)-2,3-epoxysqualene synthase (EC 5.4.99.39); Beta-amyrin synthase (EC 5.4.99.34); Germanicol synthase (EC 5.4.99.34); Lupan-3-beta,20-diol synthase (EC 5.4.99.34)	LUP1
Q9C6W6	https://www.uniprot.org/uniprotkb/Q9C6W6	TPS29_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 29 (AtTPS29) (EC 4.2.3.-)	AtTPS29 (EC 4.2.3.-)	TPS29
Q9C748	https://www.uniprot.org/uniprotkb/Q9C748	TPS28_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 28 (AtTPS28) (EC 4.2.3.-)	AtTPS28 (EC 4.2.3.-)	TPS28
Q9C8E3	https://www.uniprot.org/uniprotkb/Q9C8E3	TPS26_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 26 (AtTPS26) (EC 4.2.3.-)	AtTPS26 (EC 4.2.3.-)	TPS26
Q9EUT9	https://www.uniprot.org/uniprotkb/Q9EUT9	LIMB_RHOER	Rhodococcus erythropolis (Arthrobacter picolinophilus)	Limonene 1,2-monooxygenase (EC 1.14.13.107)		limB
Q9F1V8	https://www.uniprot.org/uniprotkb/Q9F1V8	MIBS_STRGR	Streptomyces griseus	2-methylisoborneol synthase (2-MIB synthase) (EC 4.2.3.118)	2-MIB synthase (EC 4.2.3.118)	
Q9F1Y5	https://www.uniprot.org/uniprotkb/Q9F1Y5	GPPMT_STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Geranyl diphosphate 2-C-methyltransferase (GPP methyltransferase) (EC 2.1.1.255)	GPP methyltransferase (EC 2.1.1.255)	
Q9F1Y6	https://www.uniprot.org/uniprotkb/Q9F1Y6	MIBS_STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	2-methylisoborneol synthase (2-MIB synthase) (EC 4.2.3.118)	2-MIB synthase (EC 4.2.3.118)	
Q9FI27	https://www.uniprot.org/uniprotkb/Q9FI27	TPS20_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Inactive terpenoid synthase 20, chloroplastic	AtTPS20	TPS20
Q9FI37	https://www.uniprot.org/uniprotkb/Q9FI37	PEN4_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Thalianol synthase 1 (AtTHAS1) (EC 5.4.99.31)	AtTHAS1 (EC 5.4.99.31); Oxidosqualene cyclase (EC 5.4.99.31); Pentacyclic triterpene synthase 4 (EC 5.4.99.31); AtPEN4 (EC 5.4.99.31)	THAS1
Q9FJV8	https://www.uniprot.org/uniprotkb/Q9FJV8	PEN5_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Marneral synthase (AtMRN1) (EC 5.4.99.53)	AtMRN1 (EC 5.4.99.53); Pentacyclic triterpene synthase 5 (EC 5.4.99.53); AtPEN5 (EC 5.4.99.53)	MRN1
Q9FQ27	https://www.uniprot.org/uniprotkb/Q9FQ27	TPSGB_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	(E,E)-germacrene B synthase (EC 4.2.3.71)		SSTLH1
Q9FR95	https://www.uniprot.org/uniprotkb/Q9FR95	PEN1_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Arabidiol synthase (EC 4.2.1.124)	Pentacyclic triterpene synthase 1 (EC 4.2.1.124); AtPEN1 (EC 4.2.1.124)	PEN1
Q9FT37	https://www.uniprot.org/uniprotkb/Q9FT37	TASY1_TAXCH	Taxus chinensis (Chinese yew) (Taxus wallichiana var. chinensis)	Taxadiene synthase 1, chloroplastic (EC 4.2.3.17)	Taxa-4(5),11(12)-diene synthase (EC 4.2.3.17)	TDC1
Q9FXY7	https://www.uniprot.org/uniprotkb/Q9FXY7	FARS_ARTAN	Artemisia annua (Sweet wormwood)	(E)-beta-farnesene synthase (AaFS) (EC 4.2.3.47)	AaFS (EC 4.2.3.47); Terpene synthase 10 (EC 4.2.3.47)	CASC125
Q9FZI2	https://www.uniprot.org/uniprotkb/Q9FZI2	LUP5_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Lupeol synthase 5 (AtLUP5) (EC 5.4.99.-)	AtLUP5 (EC 5.4.99.-)	LUP5
Q9HGZ6	https://www.uniprot.org/uniprotkb/Q9HGZ6	FDFT_CANGA	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	Squalene synthase (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); FPP:FPP farnesyltransferase (EC 2.5.1.21); Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	ERG9
Q9I2A0	https://www.uniprot.org/uniprotkb/Q9I2A0	LIUE_PSEAE	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase (HIHG-CoA lyase) (HMG-CoA lyase) (EC 4.1.3.26)	HIHG-CoA lyase (EC 4.1.3.4); HMG-CoA lyase (EC 4.1.3.4); (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (EC 4.1.3.4); 3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (EC 4.1.3.4)	liuE
Q9K498	https://www.uniprot.org/uniprotkb/Q9K498	EIZFM_STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Bifunctional albaflavenone monooxygenase/terpene synthase (Cytochrome P450 170A1) (CYP170A1) (EC 1.14.15.39)	Cytochrome P450 170A1 (EC 4.2.3.47); CYP170A1 (EC 4.2.3.47)	
Q9K499	https://www.uniprot.org/uniprotkb/Q9K499	CYC1_STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Epi-isozizaene synthase (EIZS) (EC 4.2.3.37)	EIZS (EC 4.2.3.37); Sesquiterpene cyclase (EC 4.2.3.37); Sesquiterpene synthase (EC 4.2.3.37)	cyc1
Q9LH31	https://www.uniprot.org/uniprotkb/Q9LH31	TPS30_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 30 (AtTPS30) (EC 4.2.3.-)	AtTPS30 (EC 4.2.3.-)	TPS30
Q9LIA1	https://www.uniprot.org/uniprotkb/Q9LIA1	TPS25_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 25 (AtTPS25) (EC 4.2.3.-)	AtTPS25 (EC 4.2.3.-)	TPS25
Q9LLR9	https://www.uniprot.org/uniprotkb/Q9LLR9	ECS1_ARTAN	Artemisia annua (Sweet wormwood)	Epi-cedrol synthase (EC 4.2.3.39)	8-epicedrol synthase (EC 4.2.3.39)	ECS1
Q9LQ27	https://www.uniprot.org/uniprotkb/Q9LQ27	TPS22_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 22 (AtTPS22) (EC 4.2.3.-)	AtTPS22 (EC 4.2.3.-)	TPS22
Q9LRH7	https://www.uniprot.org/uniprotkb/Q9LRH7	ABAMS_PEA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Mixed-amyrin synthase (EC 5.4.99.39)		OSCPSM
Q9LRH8	https://www.uniprot.org/uniprotkb/Q9LRH8	BAMS_PEA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Beta-amyrin synthase (EC 5.4.99.39)		OSCPSY
Q9LRR2	https://www.uniprot.org/uniprotkb/Q9LRR2	TPS17_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 17 (AtTPS17) (EC 4.2.3.-)	AtTPS17 (EC 4.2.3.-)	TPS17
Q9LRZ6	https://www.uniprot.org/uniprotkb/Q9LRZ6	MYRS2_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Beta-myrcene/(E)-beta-ocimene synthase 2, chloroplastic (EC 4.2.3.15)	Terpenoid synthase 24 (EC 4.2.3.15); AtTPS24 (EC 4.2.3.15)	TPS24
Q9LS68	https://www.uniprot.org/uniprotkb/Q9LS68	PEN7_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Putative pentacyclic triterpene synthase 7 (AtPEN7) (EC 5.4.99.-)	AtPEN7 (EC 5.4.99.-)	PEN7
Q9LS76	https://www.uniprot.org/uniprotkb/Q9LS76	TPS15_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 15 (AtTPS15) (EC 4.2.3.-)	AtTPS15 (EC 4.2.3.-)	TPS15
Q9LSF8	https://www.uniprot.org/uniprotkb/Q9LSF8	C82G1_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Dimethylnonatriene synthase (EC 1.14.14.59)	Cytochrome P450 82G1 (EC 1.14.14.58); Protein OVIPOSITION RATE 9 (EC 1.14.14.58); Trimethyltridecatetraene synthase (EC 1.14.14.58)	CYP82G1
Q9LUE0	https://www.uniprot.org/uniprotkb/Q9LUE0	TPS19_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 19 (AtTPS19) (EC 4.2.3.-)	AtTPS19 (EC 4.2.3.-)	TPS19
Q9LUE2	https://www.uniprot.org/uniprotkb/Q9LUE2	TPS18_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 18 (AtTPS18) (EC 4.2.3.-)	AtTPS18 (EC 4.2.3.-)	TPS18
Q9LVP7	https://www.uniprot.org/uniprotkb/Q9LVP7	TPS16_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Putative terpenoid synthase 16 (AtTPS16) (EC 4.2.3.-)	AtTPS16 (EC 4.2.3.-)	TPS16
Q9LVY2	https://www.uniprot.org/uniprotkb/Q9LVY2	PEN3_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Tirucalladienol synthase (EC 5.4.99.56)	Pentacyclic triterpene synthase 3 (EC 5.4.99.56); AtPEN3 (EC 5.4.99.56)	PEN3
Q9M7C9	https://www.uniprot.org/uniprotkb/Q9M7C9	TPSDB_ABIGR	Abies grandis (Grand fir) (Pinus grandis)	Limonene/alpha-pinene synthase, chloroplastic ((-)-(1S,5S)-alpha-pinene synthase) (EC 4.2.3.119)	(-)-(1S,5S)-alpha-pinene synthase (EC 4.2.3.16); (-)-(4S)-limonene synthase (EC 4.2.3.16); Agg-pin2 (EC 4.2.3.16)	ag11
Q9M7D0	https://www.uniprot.org/uniprotkb/Q9M7D0	TPSD9_ABIGR	Abies grandis (Grand fir) (Pinus grandis)	Terpinolene synthase, chloroplastic (EC 4.2.3.113)	Aggteo (EC 4.2.3.113)	ag9
Q9M7D1	https://www.uniprot.org/uniprotkb/Q9M7D1	TPSD8_ABIGR	Abies grandis (Grand fir) (Pinus grandis)	Beta-phellandrene synthase, chloroplastic (EC 4.2.3.52)	(-)-(4S)-beta-phellandrene synthase (EC 4.2.3.52); Agg-Bphe (EC 4.2.3.52)	ag8
Q9M9E1	https://www.uniprot.org/uniprotkb/Q9M9E1	AB40G_ARATH	Arabidopsis thaliana (Mouse-ear cress)	ABC transporter G family member 40	ABC transporter ABCG.40; AtABCG40; Pleiotropic drug resistance protein 12	ABCG40
Q9MB42	https://www.uniprot.org/uniprotkb/Q9MB42	BAMS_GLYGL	Glycyrrhiza glabra (Licorice)	Beta-amyrin synthase (GgbAS1) (EC 5.4.99.39)	GgbAS1 (EC 5.4.99.39)	bAS1
Q9RA05	https://www.uniprot.org/uniprotkb/Q9RA05	LIMC_RHOER	Rhodococcus erythropolis (Arthrobacter picolinophilus)	(-)-trans-carveol dehydrogenase (EC 1.1.1.n4)	(4R,6S)-carveol dehydrogenase (EC 1.1.1.n4); CDH (EC 1.1.1.n4); Carveol dehydrogenase (EC 1.1.1.n4)	limC
Q9SAK2	https://www.uniprot.org/uniprotkb/Q9SAK2	KSB_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Ent-kaur-16-ene synthase, chloroplastic (EC 4.2.3.19)	Ent-kaurene synthase (EC 4.2.3.19); AtKS (EC 4.2.3.19); Ent-kaurene synthase B (EC 4.2.3.19); KSB (EC 4.2.3.19); Protein GA REQUIRING 2 (EC 4.2.3.19)	GA2
Q9SLP9	https://www.uniprot.org/uniprotkb/Q9SLP9	CAS1_LUFAE	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	Cycloartenol synthase (LcCAS1) (EC 5.4.99.8)	LcCAS1 (EC 5.4.99.8)	CAS1
Q9SM02	https://www.uniprot.org/uniprotkb/Q9SM02	ERG14_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Squalene epoxidase 1 (AtSQE1) (EC 1.14.14.17)	AtSQE1 (EC 1.14.14.17); Protein DROUGHT HYPERSENSITIVE 2 (EC 1.14.14.17); Squalene monooxygenase (EC 1.14.14.17); XF1 protein (EC 1.14.14.17)	SQE1
Q9SPN0	https://www.uniprot.org/uniprotkb/Q9SPN0	LLOS1_ARTAN	Artemisia annua (Sweet wormwood)	R-linalool synthase QH1, chloroplastic (EC 4.2.3.26)		QH1
Q9SPN1	https://www.uniprot.org/uniprotkb/Q9SPN1	LLOS5_ARTAN	Artemisia annua (Sweet wormwood)	R-linalool synthase QH5, chloroplastic (EC 4.2.3.26)		QH5
Q9SXV6	https://www.uniprot.org/uniprotkb/Q9SXV6	CAS1_GLYGL	Glycyrrhiza glabra (Licorice)	Cycloartenol synthase (EC 5.4.99.8)		GgCAS1
Q9SYN1	https://www.uniprot.org/uniprotkb/Q9SYN1	PEN6_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Seco-amyrin synthase (EC 5.4.99.52)	Alpha-seco-amyrin synthase (EC 5.4.99.54); Beta-seco-amyrin synthase (EC 5.4.99.54); Pentacyclic triterpene synthase 6 (EC 5.4.99.54); AtPEN6 (EC 5.4.99.54)	PEN6
Q9T0J9	https://www.uniprot.org/uniprotkb/Q9T0J9	GBIS1_ARATH	Arabidopsis thaliana (Mouse-ear cress)	(Z)-gamma-bisabolene synthase 1 (EC 4.2.3.40)	Terpenoid synthase 12 (EC 4.2.3.40); AtTPS12 (EC 4.2.3.40)	TPS12
Q9T0K1	https://www.uniprot.org/uniprotkb/Q9T0K1	GBIS2_ARATH	Arabidopsis thaliana (Mouse-ear cress)	(Z)-gamma-bisabolene synthase 2 (EC 4.2.3.40)	Terpenoid synthase 13 (EC 4.2.3.40); AtTPS13 (EC 4.2.3.40)	TPS13
Q9UR08	https://www.uniprot.org/uniprotkb/Q9UR08	ARIS_ASPTE	Aspergillus terreus	Aristolochene synthase (AS) (EC 4.2.3.9)	AS (EC 4.2.3.9); Sesquiterpene cyclase (EC 4.2.3.9)	Ari1
Q9UVY5	https://www.uniprot.org/uniprotkb/Q9UVY5	CPSKS_FUSFU	Fusarium fujikuroi (Bakanae and foot rot disease fungus) (Gibberella fujikuroi)	Ent-kaur-16-ene synthase (EC 4.2.3.19)	CPS/KS (EC 5.5.1.13); Ent-copalyl diphosphate synthase (EC 5.5.1.13); Ent-kaurene synthase (EC 5.5.1.13); GfCPS/KS (EC 5.5.1.13)	cps
Q9VFJ0	https://www.uniprot.org/uniprotkb/Q9VFJ0	CA131_DROME	Drosophila melanogaster (Fruit fly)	Probable cytochrome P450 313a1 (EC 1.14.-.-)	CYPCCCXIIIA1 (EC 1.14.-.-)	Cyp313a1
Q9X839	https://www.uniprot.org/uniprotkb/Q9X839	CYC2_STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Germacradienol/geosmin synthase (EC 4.2.3.22)	Sesquiterpene cyclase (EC 4.2.3.75); Sesquiterpene synthase (EC 4.1.99.16)	cyc2
Q9XEH9	https://www.uniprot.org/uniprotkb/Q9XEH9	KS1_STERE	Stevia rebaudiana (Stevia) (Eupatorium rebaudianum)	Ent-kaurene synthase 1, chloroplastic (SrKS1) (EC 4.2.3.19)	SrKS1 (EC 4.2.3.19)	KS1-1
Q9XEI0	https://www.uniprot.org/uniprotkb/Q9XEI0	KS2_STERE	Stevia rebaudiana (Stevia) (Eupatorium rebaudianum)	Ent-kaurene synthase 2, chloroplastic (SrKS2) (EC 4.2.3.19)	SrKS2 (EC 4.2.3.19)	KS22-1
Q9XJ32	https://www.uniprot.org/uniprotkb/Q9XJ32	VTSS1_SOLTU	Solanum tuberosum (Potato)	Vetispiradiene synthase 1 (EC 4.2.3.21)		PVS1
Q9Y753	https://www.uniprot.org/uniprotkb/Q9Y753	FDFT_YARLI	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	Squalene synthase (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); FPP:FPP farnesyltransferase (EC 2.5.1.21); Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	SQS1
Q9ZAG3	https://www.uniprot.org/uniprotkb/Q9ZAG3	LIMA_RHOER	Rhodococcus erythropolis (Arthrobacter picolinophilus)	Limonene-1,2-epoxide hydrolase (EC 3.3.2.8)		limA
Q9ZUH4	https://www.uniprot.org/uniprotkb/Q9ZUH4	TPSA_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Tricyclene synthase, chloroplastic (EC 4.2.3.105)	(E)-beta-ocimene synthase 0e23 (EC 4.2.3.106); Myrcene synthase 1 (EC 4.2.3.15); Terpenoid synthase 10 (EC 4.2.3.15); AtTPS10 (EC 4.2.3.15)	TPS10
R4JGL8	https://www.uniprot.org/uniprotkb/R4JGL8	GTPSB_THYCA	Thymus caespititius (Cretan thyme) (Origanum caespititium)	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114)	Terpene synthase 2 (EC 4.2.3.114); TcTPS2 (EC 4.2.3.114)	TPS2
R4JJJ1	https://www.uniprot.org/uniprotkb/R4JJJ1	ATPS3_THYCA	Thymus caespititius (Cretan thyme) (Origanum caespititium)	Alpha-terpineol synthase, chloroplastic (EC 4.2.3.-)	Terpene synthase 5 (EC 4.2.3.-); TcTPS5 (EC 4.2.3.-)	TPS5
R4JND9	https://www.uniprot.org/uniprotkb/R4JND9	GTPS3_THYCA	Thymus caespititius (Cretan thyme) (Origanum caespititium)	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114)	Terpene synthase 2 (EC 4.2.3.114); TcTPS2 (EC 4.2.3.114)	TPS2
R4JQS2	https://www.uniprot.org/uniprotkb/R4JQS2	ATPSC_THYCA	Thymus caespititius (Cretan thyme) (Origanum caespititium)	Alpha-terpineol synthase, chloroplastic (EC 4.2.3.-)	Terpene synthase 5 (EC 4.2.3.-); TcTPS5 (EC 4.2.3.-)	TPS5
R4JQT5	https://www.uniprot.org/uniprotkb/R4JQT5	GTPSC_THYCA	Thymus caespititius (Cretan thyme) (Origanum caespititium)	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114)	Terpene synthase 2 (EC 4.2.3.114); TcTPS2 (EC 4.2.3.114)	TPS2
R4YVJ8	https://www.uniprot.org/uniprotkb/R4YVJ8	TPS8_COFAR	Coffea arabica (Arabian coffee)	Putative monoterpene synthase 8		TPS8
R4YXW8	https://www.uniprot.org/uniprotkb/R4YXW8	TPS2_COFAR	Coffea arabica (Arabian coffee)	Linalool synthase TPS2, chloroplastic (EC 4.2.3.-)	Cis-ocimene synthase TPS2, chloroplastic (EC 4.2.3.-); Myrcene synthase TPS2, chloroplastic (EC 4.2.3.15); Trans-ocimene synthase TPS2, chloroplastic (EC 4.2.3.106)	TPS2
R4YZC3	https://www.uniprot.org/uniprotkb/R4YZC3	TPS3_COFAR	Coffea arabica (Arabian coffee)	Linalool synthase TPS3, chloroplastic (EC 4.2.3.-)	Cis-ocimene synthase TPS2, chloroplastic (EC 4.2.3.-); Myrcene synthase TPS3, chloroplastic (EC 4.2.3.15); Trans-ocimene synthase TPS2, chloroplastic (EC 4.2.3.106)	TPS3
R9QMQ9	https://www.uniprot.org/uniprotkb/R9QMQ9	SBPN1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	(-)-beta-pinene synthase 1, chloroplastic (EC 4.2.3.120)	(-)-alpha-pinene synthase (-)betapin1, chloroplastic (EC 4.2.3.119); Terpene synthase (-)betapin1 (EC 4.2.3.119); PcTPS-(-)betapin1 (EC 4.2.3.119)	TPS-(-)Bpin1
R9QMR0	https://www.uniprot.org/uniprotkb/R9QMR0	SBPN1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(-)-beta-pinene synthase 1, chloroplastic (EC 4.2.3.120)	(-)-alpha-pinene synthase (-)betapin1, chloroplastic (EC 4.2.3.119); Terpene synthase (-)betapin1 (EC 4.2.3.119); PbTPS-(-)betapin1 (EC 4.2.3.119)	TPS-(-)Bpin1
R9QMR1	https://www.uniprot.org/uniprotkb/R9QMR1	RAPN1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(+)-alpha pinene synthase 1, chloroplastic (EC 4.2.3.121)	Terpene synthase (+)alphapin1 (EC 4.2.3.121); PbTPS-(+)alphapin1 (EC 4.2.3.121)	TPS-(+)Apin1
R9QMR2	https://www.uniprot.org/uniprotkb/R9QMR2	MTPS1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	Monoterpene synthase like 1, chloroplastic (PbTPS-mono1) (EC 4.2.3.-)	PbTPS-mono1 (EC 4.2.3.-)	TPS-mono1
R9QMR3	https://www.uniprot.org/uniprotkb/R9QMR3	SAPN1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	(-)-alpha pinene synthase 1, chloroplastic (EC 4.2.3.119)	(-)-beta pinene synthase 1, chloroplastic (EC 4.2.3.120); Terpene synthase (-)alphapin1 (EC 4.2.3.120); PcTPS-(-)alphapin1 (EC 4.2.3.120)	TPS-(-)Apin1
R9QMR4	https://www.uniprot.org/uniprotkb/R9QMR4	BPHL1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	(-)-beta-phellandrene synthase 1, chloroplastic (EC 4.2.3.52)	Terpene synthase (-)betaphell1 (EC 4.2.3.52); PcTPS-(-)betaphell1 (EC 4.2.3.52)	TPS-(-)Bphell1
R9QMR5	https://www.uniprot.org/uniprotkb/R9QMR5	ATERP_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	Alpha terpineol synthase, chloroplastic (EC 4.2.3.111)	(-)-limonene synthase, chloroplastic (EC 4.2.3.112); Geraniol synthase, chloroplastic (EC 4.2.3.16); Terpene synthase alphaterp (EC 3.1.7.11); PbTPS-alphaterp (EC 4.2.3.113); Terpinolene synthase, chloroplastic (EC 4.2.3.113)	TPS-Aterp
R9QMR6	https://www.uniprot.org/uniprotkb/R9QMR6	3CAR2_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(+)-3-carene synthase 2, chloroplastic (EC 4.2.3.107)	Terpene synthase (+)3car2 (EC 4.2.3.107); PbTPS-(+)3car2 (EC 4.2.3.107)	TPS-(+)3car2
R9QMW1	https://www.uniprot.org/uniprotkb/R9QMW1	SPIN1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(-)-alpha-pinene synthase 1, chloroplastic (EC 4.2.3.119)	(-)-beta-phellandrene synthase (-)alpha/betapin1, chloroplastic (EC 4.2.3.52); (-)-beta-pinene synthase 1, chloroplastic (EC 4.2.3.120); Terpene synthase (-)alpha/betapin1 (EC 4.2.3.120); PbTPS-(-)alpha/betapin1 (EC 4.2.3.120)	TPS-(-)A/Bpin1
R9QMW2	https://www.uniprot.org/uniprotkb/R9QMW2	RAPN1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	(+)-alpha pinene synthase 1, chloroplastic (EC 4.2.3.121)	Terpene synthase (+)alphapin1 (EC 4.2.3.121); PcTPS-(+)alphapin1 (EC 4.2.3.121)	TPS-(+)Apin1
R9QMW3	https://www.uniprot.org/uniprotkb/R9QMW3	BPHL2_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	(-)-beta-phellandrene synthase 2, chloroplastic (EC 4.2.3.52)	Terpene synthase (-)betaphell2 (EC 4.2.3.52); PcTPS-(-)betaphell2 (EC 4.2.3.52)	TPS-(-)Bphell2
R9QMW4	https://www.uniprot.org/uniprotkb/R9QMW4	3CAR1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(+)-3-carene synthase 1, chloroplastic (EC 4.2.3.107)	Terpene synthase (+)3car1 (EC 4.2.3.113); PbTPS-(+)3car1 (EC 4.2.3.113); Terpinolene synthase (+)3car1, chloroplastic (EC 4.2.3.113)	TPS-(+)3car1
R9QMW5	https://www.uniprot.org/uniprotkb/R9QMW5	SBPN2_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	(-)-beta-pinene synthase 2, chloroplastic (EC 4.2.3.120)	(-)-alpha-pinene synthase (-)betapin2, chloroplastic (EC 4.2.3.119); Terpene synthase (-)betapin2 (EC 4.2.3.119); PbTPS-(-)betapin2 (EC 4.2.3.119)	TPS-(-)Bpin2
